Id,IsDeleted,MasterRecordId,AccountId,LastName,FirstName,Salutation,Name,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,OtherAddress,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,MailingAddress,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastCURequestDate,LastCUUpdateDate,LastViewedDate,LastReferencedDate,EmailBouncedReason,EmailBouncedDate,IsEmailBounced,PhotoUrl,Jigsaw,JigsawContactId,CleanStatus,IndividualId,Employee_ID__c,Member_ID__c,Passport_ID__c,SSN__c
0030U00000p33LEQAY,,,0010U000010rD6MQAU,Condron,Laurette,,Laurette Condron,818 Sparta Hwy,Milledgeville,GA,31061,USA,,,,"{""city"":""Milledgeville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31061"",""state"":""GA"",""street"":""818 Sparta Hwy""}",818 Sparta Hwy,Milledgeville,GA,31061,USA,,,,"{""city"":""Milledgeville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31061"",""state"":""GA"",""street"":""818 Sparta Hwy""}",(555) 433-2680,,(555) 442-7944,(555) 853-8413,,,,laurette.condron@example.com,,,,Other,1975-08-19,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LEQAY,,,Pending,,724732639,985739411,750568911,000-97-1863
0030U00000p33LFQAY,,,0010U000010rD6NQAU,Steinger,Arvilla,,Arvilla Steinger,22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",(555) 777-4317,,(555) 426-6722,(555) 298-7052,,,,arvilla.steinger@example.com,,,234-24-5343,Phone Inquiry,1970-11-24,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LFQAY,,,Pending,,342399599,858102446,198141273,000-17-8804
0030U00000p33LGQAY,,,0010U000010rD6OQAU,Gustafson,Josephine,,Josephine Gustafson,174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",174 Unnamed Road,Youngstown,FL,32466,USA,,,,"{""city"":""Youngstown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32466"",""state"":""FL"",""street"":""174 Unnamed Road""}",(555) 313-5644,,(555) 843-5938,(555) 865-9483,,,,josephine.gustafson@example.com,,,694-34-2343,Other,1951-05-28,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LGQAY,,,Pending,,405229227,739841516,425279855,000-29-8905
0030U00000p33LHQAY,,,0010U000010rD6PQAU,Fetner,Nerissa,,Nerissa Fetner,87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",(555) 928-1614,,(555) 563-3814,(555) 524-2154,,,,nerissa.fetner@example.com,,,255-34-3453,Phone Inquiry,1981-09-17,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LHQAY,,,Pending,,353212135,128568409,322673233,000-24-2519
0030U00000p33LIQAY,,,0010U000010rD6QQAU,Libbee,Eusebia,,Eusebia Libbee,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 242-5686,,(555) 511-2105,(555) 406-4243,,,,eusebia.libbee@example.com,,,,Phone Inquiry,1948-01-28,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LIQAY,,,Pending,,624737019,477156228,509356127,000-60-1175
0030U00000p33LJQAY,,,0010U000010rD6RQAU,Dellamonica,Breanne,,Breanne Dellamonica,22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",(555) 798-3310,,(555) 277-1758,(555) 557-7723,,,,breanne.dellamonica@example.com,,,,Phone Inquiry,1947-03-27,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LJQAY,,,Pending,,925246600,551245541,127118208,000-26-5745
0030U00000p33LKQAY,,,0010U000010rD6SQAU,Orland,Ginger,,Ginger Orland,6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",(555) 913-1611,,(555) 775-6695,(555) 807-3197,,,,ginger.orland@example.com,,,,Partner Referral,2005-04-18,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LKQAY,,,Pending,,716114288,330068452,754400995,000-58-5525
0030U00000p33LLQAY,,,0010U000010rD6TQAU,Bartch,Janel,,Janel Bartch,87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",(555) 287-9646,,(555) 883-5634,(555) 115-6508,,,,janel.bartch@example.com,,,,Phone Inquiry,1964-12-11,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LLQAY,,,Pending,,286878132,499315639,435303272,000-16-9243
0030U00000p33LMQAY,,,0010U000010rD6UQAU,Mattler,Danica,,Danica Mattler,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 916-5920,,(555) 186-5379,(555) 251-9508,,,,danica.mattler@example.com,,,,Partner Referral,1998-10-16,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LMQAY,,,Pending,,367442990,801804437,470399427,000-77-6605
0030U00000p33LNQAY,,,0010U000010rD6VQAU,Zufelt,Katerine,,Katerine Zufelt,1335 Madison St NE,Salem,OR,97301,USA,,,,"{""city"":""Salem"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97301"",""state"":""OR"",""street"":""1335 Madison St NE""}",1335 Madison St NE,Salem,OR,97301,USA,,,,"{""city"":""Salem"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97301"",""state"":""OR"",""street"":""1335 Madison St NE""}",(555) 674-5948,,(555) 856-3080,(555) 632-6584,,,,katerine.zufelt@example.com,,,,Phone Inquiry,1948-07-20,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LNQAY,,,Pending,,708846453,168359386,191391695,000-14-4419
0030U00000p33LOQAY,,,0010U000010rD6WQAU,Lemle,Nicolasa,,Nicolasa Lemle,12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",(555) 890-2220,,(555) 122-7710,(555) 595-4357,,,,nicolasa.lemle@example.com,,,,Partner Referral,1951-02-05,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LOQAY,,,Pending,,758499266,125376115,419586303,000-56-3700
0030U00000p33LPQAY,,,0010U000010rD6XQAU,Dupuis,Afton,,Afton Dupuis,145 County Road 88,Guffey,CO,80820,USA,,,,"{""city"":""Guffey"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80820"",""state"":""CO"",""street"":""145 County Road 88""}",145 County Road 88,Guffey,CO,80820,USA,,,,"{""city"":""Guffey"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80820"",""state"":""CO"",""street"":""145 County Road 88""}",(555) 642-5212,,(555) 901-6494,(555) 620-4720,,,,afton.dupuis@example.com,,,,Phone Inquiry,1999-06-09,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LPQAY,,,Pending,,604632346,346660279,341011840,000-23-3194
0030U00000p33LQQAY,,,0010U000010rD6YQAU,Felciano,Joan,,Joan Felciano,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 435-8998,,(555) 914-3598,(555) 767-5376,,,,joan.felciano@example.com,,,,Phone Inquiry,2007-04-09,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LQQAY,,,Pending,,707463084,148347974,595413159,000-97-2100
0030U00000p33LRQAY,,,0010U000010rD6ZQAU,Ralphs,Fernando,,Fernando Ralphs,30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",(555) 658-9384,,(555) 508-2107,(555) 771-8765,,,,fernando.ralphs@example.com,,,,Web,1967-01-14,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LRQAY,,,Pending,,815482461,356687518,616427043,000-76-9344
0030U00000p33LSQAY,,,0010U000010rD6aQAE,Gongalves,Dia,,Dia Gongalves,7452 30th Avenue Northeast,Willow City,ND,58384,USA,,,,"{""city"":""Willow City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58384"",""state"":""ND"",""street"":""7452 30th Avenue Northeast""}",7452 30th Avenue Northeast,Willow City,ND,58384,USA,,,,"{""city"":""Willow City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58384"",""state"":""ND"",""street"":""7452 30th Avenue Northeast""}",(555) 916-9380,,(555) 464-3591,(555) 846-5788,,,,dia.gongalves@example.com,,,,Phone Inquiry,1999-04-20,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LSQAY,,,Pending,,450787320,223003794,980869690,000-34-5458
0030U00000p33LTQAY,,,0010U000010rD6bQAE,Witczak,Steffanie,,Steffanie Witczak,361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",(555) 771-4941,,(555) 777-1257,(555) 901-9164,,,,steffanie.witczak@example.com,,,,Phone Inquiry,1941-07-26,,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:30.000+0000,,,,,,,,,/services/images/photo/0030U00000p33LTQAY,,,Pending,,935412132,203240821,977943482,000-40-1566
